respondent_id,seasonal_vaccine,xyz_vaccine
26911,0.051956789,0.052677595
26912,0.914963094,0.43423816
26913,0.892878429,0.753551727
26914,0.121944653,0.043578136
26915,0.685539118,0.124872553
26916,0.372735263,0.068630921
26917,0.010250452,0.007078975
26918,0.936069816,0.777678707
26919,0.579048417,0.313390095
26920,0.125063729,0.023719523
26921,0.852264691,0.112854628
26922,0.664863335,0.053545072
26923,0.532883002,0.108997985
26924,0.904035409,0.659640707
26925,0.612193475,0.098233859
26926,0.418421369,0.606830871
26927,0.678453455,0.363488623
26928,0.542100591,0.063771039
26929,0.202891991,0.123404347
26930,0.902499082,0.648521039
26931,0.312276039,0.09207895
26932,0.882688389,0.085632094
26933,0.741239323,0.110154184
26934,0.69525584,0.52436938
26935,0.459865317,0.178053184
26936,0.19716304,0.42438001
26937,0.750390904,0.275630591
26938,0.050747864,0.076408994
26939,0.07107506,0.045820333
26940,0.123694122,0.052973431
26941,0.45286764,0.053439126
26942,0.799295625,0.558970842
26943,0.629954905,0.14515622
26944,0.145866289,0.064488443
26945,0.588668519,0.133519475
26946,0.725640189,0.173277237
26947,0.613722978,0.173660883
26948,0.037704679,0.035481539
26949,0.04546189,0.044814681
26950,0.536165382,0.030619041
26951,0.314489416,0.07100564
26952,0.966969741,0.851352234
26953,0.978064041,0.852466752
26954,0.168983927,0.057870209
26955,0.628895381,0.205754326
26956,0.272078685,0.098606543
26957,0.891847941,0.021618954
26958,0.74831494,0.32082079
26959,0.226421146,0.041982937
26960,0.077062035,0.03596725
26961,0.555138115,0.226044067
26962,0.935290493,0.194410114
26963,0.306312392,0.141666243
26964,0.237257216,0.10031814
26965,0.948897387,0.812384916
26966,0.039251713,0.012605548
26967,0.428144458,0.143360216
26968,0.805492975,0.040424708
26969,0.177144822,0.03756332
26970,0.364424567,0.71699732
26971,0.312997571,0.12070861
26972,0.01986572,0.030036331
26973,0.13512463,0.04829624
26974,0.375204511,0.122063546
26975,0.616259945,0.095091767
26976,0.587176626,0.889792658
26977,0.320397962,0.077379596
26978,0.824388579,0.023655625
26979,0.642346981,0.306197331
26980,0.078049218,0.075764178
26981,0.238391097,0.041742578
26982,0.882282148,0.702081941
26983,0.604890895,0.175233458
26984,0.176434572,0.072925433
26985,0.085519623,0.016070122
26986,0.634729465,0.184416788
26987,0.181066021,0.075083961
26988,0.125697026,0.041094702
26989,0.729225208,0.31485863
26990,0.070006842,0.005417013
26991,0.526892281,0.23753681
26992,0.419506171,0.266106341
26993,0.850746164,0.150476642
26994,0.471476579,0.188435958
26995,0.457167413,0.182942936
26996,0.237191447,0.176336304
26997,0.033510146,0.00241077
26998,0.056945459,0.03996483
26999,0.54099317,0.436690854
27000,0.401003163,0.119722111
27001,0.797995051,0.044966212
27002,0.189037936,0.026588732
27003,0.060314632,0.037497024
27004,0.274999694,0.117337707
27005,0.787347524,0.355585378
27006,0.920581492,0.74017168
27007,0.096004964,0.071608075
27008,0.049066413,0.045381971
27009,0.256959319,0.046241059
27010,0.126916179,0.058102812
27011,0.133308032,0.073078637
27012,0.641781663,0.275031653
27013,0.424678643,0.092942184
27014,0.201870965,0
27015,0.199945474,0.082710426
27016,0.330480335,0.172559398
27017,0.701654218,0.452798611
27018,0.291761497,0.096406581
27019,0.950314187,0.906007674
27020,0.231425568,0.179309789
27021,0.529118319,0.124672676
27022,0.204745971,0.194185332
27023,0.167156694,0.135966017
27024,0.250977943,0.112849901
27025,0.003316401,0.063751173
27026,0.29006984,0.068820938
27027,0.777585345,0.104585475
27028,0.879130792,0.387527122
27029,0.319992688,0.124896964
27030,0.230092703,0.10842319
27031,0.838321856,0.220137499
27032,0.444133648,0.162933072
27033,0.737398677,0.324796206
27034,0.694435549,0.00956834
27035,0.362290483,0.230486946
27036,0.71651945,0.206734384
27037,0.818979842,0.621024472
27038,0.019022939,0.028373086
27039,0.922034225,0.764070519
27040,0.144012141,0.169286105
27041,0.545738351,0.131450858
27042,0.535065848,0.057939274
27043,0.803478374,0.539319897
27044,0.019909974,0.031529999
27045,0.535051899,0.175344291
27046,0.110130565,0.056158733
27047,0.41316254,0.543369393
27048,0.354016942,0.14651722
27049,0.877591166,0.256117193
27050,0.541912761,0.027794541
27051,0.271683693,0.130882597
27052,0.246117139,0.112573498
27053,0.955842903,0.878705883
27054,0.083238752,0.048270467
27055,0.844851362,0.108838195
27056,0.031205931,0.022348558
27057,0.031478134,0.023139667
27058,0.87719184,0.837055207
27059,0.208289424,0.07635418
27060,0.44567413,0.024216696
27061,0.338088974,0.067430054
27062,0.487792052,0.043483798
27063,0.581704081,0.053962909
27064,0.432495424,0.19678638
27065,0.363150681,0.048411037
27066,0.606697644,0.040087317
27067,0.739116874,0.49931063
27068,0.941663753,0.883614858
27069,0.945024147,0.557989239
27070,0.053476302,0.036511366
27071,0.08329449,0.056651392
27072,0.742683781,0.053402823
27073,0.855411599,0.021560164
27074,0.273988803,0.051263318
27075,0.850718511,0.699301994
27076,0.765214594,0.585309365
27077,0.089709698,0.015362086
27078,0.818689857,0.318765399
27079,0.938847675,0.305597849
27080,0.259248281,0.080299946
27081,0.698150496,0.02538101
27082,0.429948021,0.279978069
27083,0.243266603,0.05269734
27084,0.714257607,0.859320229
27085,0.016801882,0.042987807
27086,0.096984523,0.05380414
27087,0.288332265,0.209718871
27088,0.735362644,0.190718613
27089,0.241839522,0.117801052
27090,0.604925505,0.247079806
27091,0.188544232,0.372251883
27092,0.294189756,0.126408472
27093,0.301574547,0.207529676
27094,0.037416409,0.015286541
27095,0.577545774,0.064156041
27096,0.212047277,0.021247758
27097,0.76473813,0.564177277
27098,0.836505123,0.387946417
27099,0.487702293,0.18358806
27100,0.790050716,0.081812135
27101,0.670838642,0.099647159
27102,0.846962727,0.122405031
27103,0.029764036,0.027081008
27104,0.499286881,0.291272723
27105,0.417583464,0.053824353
27106,0.886204892,0.629571774
27107,0.689632405,0.410751284
27108,0.292301327,0.116399079
27109,0.239479495,0.068760891
27110,0.370051763,0.092228598
27111,0.387141493,0.034798304
27112,0.633176885,0.177107931
27113,0.238132777,0.090812374
27114,0.223421698,0.095328344
27115,0.858244664,0.48318544
27116,0.928837842,0.141652074
27117,0.123023382,0.056601675
27118,0.562785232,0.128539549
27119,0.27999842,0.087601286
27120,0.998513175,0.35755938
27121,0.705099695,0.016568798
27122,0.251377782,0.045079705
27123,0.098113777,0.045153578
27124,0.05653661,0.025302638
27125,0.035682719,0.015860783
27126,0.061741464,0.26484745
27127,0.084558567,0.066255427
27128,0.650629551,0.157865834
27129,0.531436696,0.549480354
27130,0.216324995,0.124006673
27131,0.065670669,0.055635844
27132,0.922260757,0.508433567
27133,0.58482548,0.069192339
27134,0.931735804,0.651777855
27135,0.537786519,0.181993434
27136,0.567983163,0.086986046
27137,0.210324616,0.058804217
27138,0.56703389,0.159017395
27139,0.081874387,0.100122008
27140,0.9583572,0.908415268
27141,0.856493265,0.541353973
27142,0.317540891,0.074689369
27143,0.444695282,0.166548609
27144,0.050605023,0.050621997
27145,0.676577729,0.380688565
27146,0.917841967,0.038519221
27147,0.259965429,0.066783572
27148,0.13687252,0.174212382
27149,0.183677643,0.294087192
27150,0.955937446,0.672555452
27151,0.811288465,0.160342747
27152,0.211597671,0.018756299
27153,0.851471292,0.339725963
27154,0.866829773,0.692900489
27155,0.664145548,0.15104009
27156,0.367756282,0.001294836
27157,0.434214881,0.018083387
27158,0.401357544,0.078365622
27159,0.13386843,0.043712735
27160,0.185989719,0.202656006
27161,0.501410854,0.418857223
27162,0.957705151,0.130517159
27163,0.534788554,0.529182859
27164,0.11819824,0.200492619
27165,0.615397271,0.488620708
27166,0.154859532,0.082122069
27167,0.426062877,0.174407123
27168,0.669804957,0.134672848
27169,0.646099786,0.48267526
27170,0.846648592,0.381892521
27171,0.386068531,0.060691378
27172,0.872511238,0.046746587
27173,0.528334781,0.213354807
27174,0.075398498,0.084989123
27175,0.14309897,0.074093667
27176,0.970267423,0.561646589
27177,0.957217083,0.837273558
27178,0.387205085,0.17093467
27179,0.285082315,0.103560407
27180,0.38950072,0.164476071
27181,0.822139843,0.021929207
27182,0.933554858,0.620758244
27183,0.593732477,0.04561476
27184,0.338170177,0.047867359
27185,0.755562648,0.493853341
27186,0.623699545,0.128331183
27187,0.124625518,0.083508208
27188,0.270428227,0.042191807
27189,0.552015045,0.048729211
27190,0.759915151,0.400339598
27191,0.936148863,0.104845504
27192,0.767991236,0.515519435
27193,0.06387433,0.027245556
27194,0.353466875,0.077989524
27195,0.093496297,0.014440932
27196,0.225630993,0.356914098
27197,0.663248747,0.033566511
27198,0.977477282,0.944193863
27199,0.154199285,0.046529394
27200,0.63347663,0.293835234
27201,0.925424349,0.766949805
27202,0.035993493,0.069499866
27203,0.08124718,0.034796254
27204,0.066148651,0.014380441
27205,0.244212857,0.085449526
27206,0.256173916,0.150543585
27207,0.188102872,0.089131893
27208,0.756458266,0.810561606
27209,0.26313709,0.132156738
27210,0.388595557,0.310483135
27211,0.263287797,0.108280727
27212,0.944183909,0.666959185
27213,0.43811248,0.525476584
27214,0.054656575,0.035181167
27215,0.862063024,0.216278058
27216,0.881536983,0.110109582
27217,0.157283035,0.085129419
27218,0.955076372,0.688004164
27219,0.711085361,0.506029013
27220,0.439647684,0.108071615
27221,0.635395118,0.202794521
27222,0.610057668,0.230519326
27223,0.697309534,0.073592333
27224,0.704768077,0.202380853
27225,0.294498888,0.197880889
27226,0.267120862,0.028245334
27227,0.439391769,0.165855282
27228,0.848703296,0.52216633
27229,0.934700613,0.677304328
27230,0.976667843,0.208259428
27231,0.821278049,0.431662136
27232,0.52377886,0.113274147
27233,0.158614942,0.257485988
27234,0.032472659,0.040756081
27235,0.957500194,0.894114894
27236,0.918875109,0.106050197
27237,0.584750006,0.181787164
27238,0.777974424,0.320277174
27239,0.25266243,0.582820069
27240,0.478382208,0.159358587
27241,0.195552868,0.057085465
27242,0.480747623,0.09859253
27243,0.059592642,0.025915462
27244,0.083080074,0.018190095
27245,0.495596921,0.164222577
27246,0.961291027,0.845827189
27247,0.928431044,0.190594253
27248,0.511478582,0.093901554
27249,0.65548791,0.146019832
27250,0.27129589,0.099046413
27251,0.300090811,0.100458469
27252,0.619674149,0.356990956
27253,0.923419003,0.070068804
27254,0.957665667,0.895392939
27255,0.322847703,0.142524197
27256,0.961490981,0.574545551
27257,0.512918262,0.453894224
27258,0.827765434,0.461121551
27259,0.926792439,0.530274182
27260,0.324187652,0.067741129
27261,0.694738575,0.144352245
27262,0.596474298,0.209081504
27263,0.075894447,0.035918019
27264,0.060914959,0.049422807
27265,0.17294921,0.024907868
27266,0.302399179,0.15047398
27267,0.806405039,0.127528641
27268,0.186166229,0.032176103
27269,0.373926574,0.722042194
27270,0.100842767,0.053507757
27271,0.283073636,0.056890676
27272,0.442631172,0.007533495
27273,0.143956526,0.056278052
27274,0.501781569,0.139568631
27275,0.372947684,0.1627029
27276,0.096101075,0.014620357
27277,0.812155817,0.051325927
27278,0.31657382,0.149407319
27279,0.286553858,0.104667059
27280,0.341834926,0.246724613
27281,0.328903147,0.094779833
27282,0.912071493,0.070314751
27283,0.023033793,0.006458325
27284,0.296070354,0.171526577
27285,0.468746943,0.136465984
27286,0.235696742,0.097157019
27287,0.658477,0.290435699
27288,0.81191018,0.603846711
27289,0.386138876,0.266206139
27290,0.074357394,0.02878811
27291,0.831582648,0.707357434
27292,0.701558928,0.065679473
27293,0.973006286,0.142717418
27294,0.047938127,0.020115734
27295,0.859608995,0.257809691
27296,0.791723714,0.061732712
27297,0.725452069,0.058809746
27298,0.27640593,0.069874362
27299,0.770816459,0.278192733
27300,0.945608702,0.170818313
27301,0.032317958,0
27302,0.489551115,0.123026666
27303,0.068066734,0.02629633
27304,0.799922951,0.122806757
27305,0.036029139,0.04201785
27306,0.597241634,0.251785298
27307,0.767800867,0.567595908
27308,0.131010648,0.055432991
27309,0.978019435,0.570524739
27310,0.135789584,0.065929474
27311,0.09706,0.155113734
27312,0.34855266,0.074351004
27313,0.126419584,0.069947798
27314,0.080175199,0.029700747
27315,0.281945231,0.124781908
27316,0.789621826,0.381559623
27317,0.130712576,0.069545623
27318,0.316186223,0.274924103
27319,0.894189932,0.386984433
27320,0.681060134,0.42409056
27321,0.526190843,0.047658805
27322,0.50426265,0.582933231
27323,0.597581785,0.066258382
27324,0.565518671,0.278989209
27325,0.936732872,0.779773175
27326,0.569163374,0.129554101
27327,0.395530404,0.159682027
27328,0.525741348,0.230991399
27329,0.330668837,0.088116825
27330,0.524647326,0.017869274
27331,0.194230979,0.09667716
27332,0.959244696,0.193639088
27333,0.723923976,0.598326188
27334,0.033184178,0.065614702
27335,0.119542315,0.204943764
27336,0.139863153,0.071328777
27337,0.60262399,0.19580885
27338,0.443609446,0.229248425
27339,0.349184441,0.236485429
27340,0.204533631,0.022518304
27341,0.719593816,0.232528408
27342,0.613797562,0.02656011
27343,0.136998303,0.047457102
27344,0.55387943,0.299062108
27345,0.329848414,0.072763911
27346,0.963235726,0.837459722
27347,0.950785385,0.739524598
27348,0.314393613,0.104306875
27349,0.231733048,0.069188734
27350,0.965279835,0.215970826
27351,0.919860083,0.864312538
27352,0.386541522,0.1048055
27353,0.090245242,0.015581718
27354,0.642526698,0.163208822
27355,0.463522738,0.267597324
27356,0.397525761,0.191186958
27357,0.365758113,0.14952768
27358,0.784852556,0.26170353
27359,0.855582603,0.405783286
27360,0.534094566,0.126670523
27361,0.945214894,0.041578215
27362,0.427825644,0.21492492
27363,0.288487977,0.17445267
27364,0.458660435,0.062422466
27365,0.687653204,0.359423197
27366,0.60964402,0.49555494
27367,0.450892497,0.228356516
27368,0.489185783,0.109772506
27369,0.045474964,0.062397111
27370,0.803322463,0.037485089
27371,0.450850876,0.215578981
27372,0.239258922,0.091790032
27373,0.73986194,0.748151894
27374,0.315605135,0.032918943
27375,0.955823017,0.168831684
27376,0.428748465,0.624129935
27377,0.554942362,0.092858857
27378,0.218688916,0.079507769
27379,0.2297819,0.083600601
27380,0.96006377,0.145374654
27381,0.590742938,0.03342049
27382,0.219731235,0.294443642
27383,0.646266762,0.192003953
27384,0.222817279,0.005449084
27385,0.930214758,0.091570409
27386,0.882769745,0.324015705
27387,0.837008917,0.349955653
27388,0.224817757,0.073756389
27389,0.169791741,0.148984231
27390,0.027345447,0.014789011
27391,0.7406497,0.136974375
27392,0.845165946,0.583941901
27393,0.045906722,0.001559605
27394,0.41220455,0.007621578
27395,0.582623084,0.594427197
27396,0.091346522,0.060534831
27397,0.950060168,0.876196006
27398,0.86825577,0.485843676
27399,0.5799542,0.083501812
27400,0.725107287,0.096677846
27401,0.455997841,0.322145468
27402,0.766793806,0.113481991
27403,0.200788582,0.069397382
27404,0.226887967,0.432683921
27405,0.896606133,0.844898307
27406,0.212570169,0.122937951
27407,0.080544652,0.087154611
27408,0.629812242,0.077953221
27409,0.972446178,0.826473474
27410,0.259225978,0.06227938
27411,0.192489977,0.092171087
27412,0.903863886,0.158238698
27413,0.216351391,0.01286228
27414,0.70819614,0.588122241
27415,0.256521062,0.111510055
27416,0.313759335,0.127726641
27417,0.401481923,0.115545874
27418,0.170559763,0.472478722
27419,0.948608583,0.560588373
27420,0.190905238,0.079533043
27421,0.346691434,0.179927287
27422,0.649719933,0.209942518
27423,0.355786203,0.023209083
27424,0.495503536,0.214942784
27425,0.500365581,0.205525027
27426,0.222898259,0.086990811
27427,0.342445245,0.135012369
27428,0.220414315,0.031853417
27429,0.144330699,0.482615541
27430,0.724025406,0.087223587
27431,0.577500811,0.201307027
27432,0.590876603,0.240945639
27433,0.90002535,0.072515459
27434,0.280862533,0.086702281
27435,0.701374475,0.233218635
27436,0.092892285,0.02843703
27437,0.189335616,0.100053051
27438,0.244293531,0.051220892
27439,0.361818482,0.314612155
27440,0.172546478,0.067230344
27441,0.880436233,0.761140051
27442,0.886728928,0.151239146
27443,0.135102092,0.046969948
27444,0.056232251,0.050505454
27445,0.036919449,0.027714449
27446,0.082097381,0.128176016
27447,0.216283438,0.039600431
27448,0.605838299,0.272371116
27449,0.952155159,0.223531343
27450,0.860730172,0.032778781
27451,0.144409294,0.006395065
27452,0.074462225,0.015660121
27453,0.942538239,0.090174791
27454,0.391937449,0.052538225
27455,0.166726017,0.127035038
27456,0.459209386,0.275757878
27457,0.169396238,0.059347135
27458,0.386407048,0.059807364
27459,0.157829764,0.040353526
27460,0.857596187,0.627623113
27461,0.145762206,0.087279076
27462,0.471875097,0.03810918
27463,0.427673152,0.140158546
27464,0.520328718,0.414066293
27465,0.913987352,0.653084885
27466,0.038551356,0.010240479
27467,0.381282169,0.03039697
27468,0.392730069,0.100816539
27469,0.603548921,0.026044614
27470,0.934787925,0.862468188
27471,0.587093562,0.058211097
27472,0.533384393,0.149879217
27473,0.274836559,0.085930607
27474,0.540522306,0.200470103
27475,0.040183378,0.020462142
27476,0.474087093,0.117547518
27477,0.299364502,0.126851574
27478,0.715351116,0.021136443
27479,0.255747626,0.191512505
27480,0.702487492,0.27895352
27481,0.743136362,0.576255747
27482,0.263695208,0.389986944
27483,0.759991436,0.463386728
27484,0.945340288,0.498628587
27485,0.805161683,0.052827189
27486,0.25804392,0.133516702
27487,0.898125234,0.145707854
27488,0.91362214,0.837186409
27489,0.728127378,0.810553329
27490,0.248813935,0.003008709
27491,0.618037222,0.293372407
27492,0.649741788,0.033098317
27493,0.935329816,0.125248192
27494,0.672001332,0.378369514
27495,0.263459198,0.119712713
27496,0.199663055,0.044742262
27497,0.019978779,0.091953569
27498,0.526347941,0.041567329
27499,0.889078437,0.347054928
27500,0.888557529,0.120954043
27501,0.367503401,0.033089153
27502,0.741937235,0.063765117
27503,0.493762861,0.072722796
27504,0.012598977,0.008620144
27505,0.186169443,0.037586116
27506,0.782334716,0.480316357
27507,0.232224826,0.083115617
27508,0.344682691,0.127408006
27509,0.46242449,0.170434296
27510,0.334263029,0.646976699
27511,0.542487564,0.198580575
27512,0.23250652,0.101969365
27513,0.56594145,0.12289874
27514,0.570867324,0.418535323
27515,0.329763282,0.417968661
27516,0.834813532,0.411389216
27517,0.01540016,0.013945137
27518,0.940973046,0.856065602
27519,0.07896119,0.014629652
27520,0.132628434,0.060908039
27521,0.289624978,0.048539471
27522,0.131608644,0.070989144
27523,0.244908024,0.018973082
27524,0.456210809,0.03731563
27525,0.323791941,0.11323784
27526,0.756844454,0.568824486
27527,0.920319438,0.101306693
27528,0.815969527,0.271982899
27529,0.767560592,0.130231357
27530,0.082777195,0.067020306
27531,0.077908714,0.063096598
27532,0.946772207,0.168209825
27533,0.488908876,0.249045131
27534,0.086549485,0.039939138
27535,0.857026563,0.085042667
27536,0.382241339,0.143205145
27537,0.859474016,0.673689111
27538,0.532771261,0.370421551
27539,0.770859419,0.301445568
27540,0.226577284,0.68148839
27541,0.971195407,0.669566156
27542,0.179244631,0.048224278
27543,0.689397566,0.400553651
27544,0.231421262,0.13019039
27545,0.099440921,0.195239819
27546,0.67895113,0.805240355
27547,0.099160078,0.085737059
27548,0.941099895,0.044330837
27549,0.824049803,0.105068884
27550,0.130498428,0.204955303
27551,0.666824097,0.390190148
27552,0.845721134,0.082650589
27553,0.331651819,0.056550918
27554,0.442535819,0.308231585
27555,0.257960834,0.076918567
27556,0.730645891,0.075920955
27557,0.925084509,0.169725523
27558,0.22847065,0.068274383
27559,0.722700013,0.085218949
27560,0.71093432,0.182123069
27561,0.785960191,0.430564264
27562,0.687375613,0.239181217
27563,0.560602084,0.174906395
27564,0.435050644,0.242404959
27565,0.322315567,0.140707208
27566,0.179426782,0.183158872
27567,0.529186883,0.070127323
27568,0.960697971,0.472962762
27569,0.582926297,0.213988404
27570,0.766234838,0.467800555
27571,0.096450458,0.069100498
27572,0.036239405,0
27573,0.285294721,0.021177778
27574,0.424791867,0.355931844
27575,0.207368052,0.023700977
27576,0.100526157,0.019187251
27577,0.58037204,0.167774715
27578,0.526228111,0.213644199
27579,0.611021515,0.141011511
27580,0.581409433,0.076124809
27581,0.119815151,0.097466626
27582,0.078911,0.059066214
27583,0.256533078,0.114617546
27584,0.43545672,0.510872175
27585,0.412234778,0.220826445
27586,0.848750956,0.727236233
27587,0.67628516,0.056433035
27588,0.273238606,0.081875348
27589,0.344697776,0.065499191
27590,0.38511874,0.282261174
27591,0.821062994,0.291012144
27592,0.044051393,0.022067814
27593,0.070271084,0.054001133
27594,0.62580357,0.261830896
27595,0.114120512,0.016018032
27596,0.238272474,0.099561021
27597,0.308147367,0.104649519
27598,0.087539111,0.045378511
27599,0.840914639,0.642347389
27600,0.554495289,0.067430805
27601,0.811044683,0.002836434
27602,0.869444606,0.642562996
27603,0.07004066,0.059316526
27604,0.204593772,0.016552341
27605,0.607318851,0.399360877
27606,0.275492641,0.127414615
27607,0.495972011,0.585725538
27608,0.498812831,0.145196984
27609,0.855933113,0.341278723
27610,0.594952349,0.316306994
27611,0.056052513,0.133331444
27612,0.729055379,0.057285696
27613,0.973786662,0.806486495
27614,0.287704984,0.063095486
27615,0.9499173,0.152089911
27616,0.007424808,0
27617,0.354301421,0.208343874
27618,0.330305229,0.080579212
27619,0.388917579,0.299022336
27620,0.662396508,0.5036315
27621,0.544250966,0.168234698
27622,0.955958557,0.512696966
27623,0.797802302,0.260464668
27624,0.825351005,0.10318446
27625,0.395776609,0.049767888
27626,0.151541969,0.009180812
27627,0.853699634,0.793802441
27628,0.790489219,0.048787707
27629,0.073469942,0.001408486
27630,0.814785918,0.291743666
27631,0.391347184,0.141914007
27632,0.16431382,0.021647451
27633,0.707450128,0.480985045
27634,0.155351685,0.07378422
27635,0.360938557,0.111806167
27636,0.936479561,0.272374348
27637,0.099583037,0.102771743
